signal_efficiency	background_efficiency	background_rejection	threshold
0.003773251836977868	5.253430752953216e-05	19035.18	0.93182427
0.003773251836977868	5.463567983071345e-05	18303.05769230769	0.93180037
0.003795317637194113	5.463567983071345e-05	18303.05769230769	0.9317722
0.003795317637194113	5.568636598130409e-05	17957.716981132075	0.93167967
0.0038394492376266024	5.568636598130409e-05	17957.716981132075	0.93158376
0.0038394492376266024	5.673705213189474e-05	17625.166666666664	0.9315561
0.003861515037842847	5.673705213189474e-05	17625.166666666664	0.9314535
0.003861515037842847	5.883842443307602e-05	16995.696428571428	0.93143666
0.0038946137381672147	5.883842443307602e-05	16995.696428571428	0.93126726
0.0038946137381672147	6.0939796734257305e-05	16409.637931034482	0.93124
0.003905646638275337	6.0939796734257305e-05	16409.637931034482	0.9312336
0.003905646638275337	6.199048288484795e-05	16131.508474576272	0.9312108
0.003971844038924072	6.199048288484795e-05	16131.508474576272	0.93112296
0.003971844038924072	6.409185518602923e-05	15602.60655737705	0.93109924
0.0040932059401134185	6.409185518602923e-05	15602.60655737705	0.9309587
0.0040932059401134185	6.514254133661988e-05	15350.951612903225	0.9309546
0.004115271740329663	6.514254133661988e-05	15350.951612903225	0.93087417
0.004115271740329663	6.724391363780116e-05	14871.234375	0.9307487
0.00414837044065403	6.724391363780116e-05	14871.234375	0.93071634
0.00414837044065403	6.934528593898245e-05	14420.59090909091	0.9306895
0.0041814691409783975	6.934528593898245e-05	14420.59090909091	0.93056375
0.0041814691409783975	7.144665824016374e-05	13996.45588235294	0.930532
0.004203534941194642	7.144665824016374e-05	13996.45588235294	0.9304953
0.004203534941194642	7.354803054134503e-05	13596.557142857142	0.930472
0.004258699441735255	7.354803054134503e-05	13596.557142857142	0.9303206
0.004258699441735255	7.459871669193566e-05	13405.05633802817	0.9303031
0.00451245614422207	7.459871669193566e-05	13405.05633802817	0.9296642
0.00451245614422207	7.564940284252631e-05	13218.875	0.92958164
0.004611752245195172	7.564940284252631e-05	13218.875	0.92936724
0.004611752245195172	7.670008899311696e-05	13037.794520547945	0.9293667
0.004688982545952029	7.670008899311696e-05	13037.794520547945	0.92906904
0.004688982545952029	7.77507751437076e-05	12861.608108108108	0.92897666
0.004722081246276396	7.77507751437076e-05	12861.608108108108	0.92876786
0.004722081246276396	7.880146129429824e-05	12690.119999999999	0.9287592
0.004733114146384518	7.880146129429824e-05	12690.119999999999	0.92875594
0.004733114146384518	8.090283359547953e-05	12360.506493506493	0.92871004
0.004766212846708886	8.090283359547953e-05	12360.506493506493	0.9286764
0.004766212846708886	8.195351974607018e-05	12202.038461538461	0.9286517
0.004777245746817009	8.195351974607018e-05	12202.038461538461	0.9286452
0.004777245746817009	8.300420589666081e-05	12047.582278481013	0.9285896
0.004821377347249498	8.300420589666081e-05	12047.582278481013	0.92846185
0.004821377347249498	8.405489204725146e-05	11896.9875	0.92845875
0.004865508947681988	8.405489204725146e-05	11896.9875	0.9283273
0.0048875747478982325	8.405489204725146e-05	11896.9875	0.92832434
0.004931706348330722	8.405489204725146e-05	11896.9875	0.9282512
0.004931706348330722	8.51055781978421e-05	11750.111111111111	0.92823684
0.004997903748979457	8.51055781978421e-05	11750.111111111111	0.9280614
0.004997903748979457	8.615626434843274e-05	11606.817073170732	0.9280464
0.0051413314503850486	8.615626434843274e-05	11606.817073170732	0.9277308
0.0051413314503850486	8.720695049902339e-05	11466.975903614457	0.9277143
0.005174430150709415	8.720695049902339e-05	11466.975903614457	0.9276624
0.005174430150709415	8.825763664961403e-05	11330.464285714286	0.9275552
0.005339923652331251	8.825763664961403e-05	11330.464285714286	0.9271554
0.005339923652331251	9.035900895079531e-05	11066.96511627907	0.9271434
0.005472318453628721	9.035900895079531e-05	11066.96511627907	0.9266823
